out	asmid	species	strain	locustag	busco	hlen	table	genome_fa
GCA_003706655.3_ASM370665v3	GCA_003706655.3_ASM370665v3	Barnettozyma californica	NRRL Y-17395	F8978630	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003706655.3_ASM370665v3.fa.gz
GCA_023627795.1_ASM2362779v1	GCA_023627795.1_ASM2362779v1	Barnettozyma californica	PB4207	FA4F3772	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_023627795.1_ASM2362779v1.fa.gz
GCA_003123585.1_ASM312358v1	GCA_003123585.1_ASM312358v1	Barnettozyma californica	UCD09	F2876C79	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003123585.1_ASM312358v1.fa.gz
GCA_003123885.1_ASM312388v1	GCA_003123885.1_ASM312388v1	Barnettozyma californica	UCD89	F1642562	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003123885.1_ASM312388v1.fa.gz
GCA_049863505.1_ASM4986350v1	GCA_049863505.1_ASM4986350v1	Barnettozyma discipulorum	PYCC 10016	F3AE20A8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_049863505.1_ASM4986350v1.fa.gz
GCA_003706665.2_ASM370666v2	GCA_003706665.2_ASM370666v2	Barnettozyma hawaiiensis	NRRL Y-27270	FA0B96AE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003706665.2_ASM370666v2.fa.gz
GCA_003706705.3_ASM370670v3	GCA_003706705.3_ASM370670v3	Barnettozyma populi	NRRL Y-12728	FA52764C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003706705.3_ASM370670v3.fa.gz
GCA_030580455.1_ASM3058045v1	GCA_030580455.1_ASM3058045v1	Barnettozyma sp. UFMG-CM-Y5996	UFMG-CM-Y5996	F7F98C36	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030580455.1_ASM3058045v1.fa.gz
GCA_030558145.1_ASM3055814v1	GCA_030558145.1_ASM3055814v1	Barnettozyma sucrosica	CBS 11512	F34AA5ED	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030558145.1_ASM3055814v1.fa.gz
GCA_030569515.1_ASM3056951v1	GCA_030569515.1_ASM3056951v1	Barnettozyma vustinii	CBS 11554	FD803000	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030569515.1_ASM3056951v1.fa.gz
GCA_041381275.1_ASM4138127v1	GCA_041381275.1_ASM4138127v1	Bartalinia pondoensis	wz03	F005E189	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_041381275.1_ASM4138127v1.fa.gz
GCA_055755435.1_ASM5575543v1	GCA_055755435.1_ASM5575543v1	Basidioascus undulatus	DAOM 241956	F76D1687	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_055755435.1_ASM5575543v1.fa.gz
GCA_000697455.1_BasHetB8920-1.0	GCA_000697455.1_BasHetB8920-1.0	Basidiobolus heterosporus	B8920	F4D8AF16	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000697455.1_BasHetB8920-1.0.fa.gz
GCA_000697375.1_BasMerB9252-1.0	GCA_000697375.1_BasMerB9252-1.0	Basidiobolus meristosporus	B9252	F5E080B1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_000697375.1_BasMerB9252-1.0.fa.gz
GCA_002104905.1_Basme2finSC	GCA_002104905.1_Basme2finSC	Basidiobolus meristosporus	CBS 931.73	F9147518	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002104905.1_Basme2finSC.fa.gz
GCA_040143965.1_BranAGB5_UCR_1.0	GCA_040143965.1_BranAGB5_UCR_1.0	Basidiobolus ranarum	AG-B5	F7F3090E	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_040143965.1_BranAGB5_UCR_1.0.fa.gz
GCA_059548135.1_ASM5954813v1	GCA_059548135.1_ASM5954813v1	Basidiobolus sp. ARSEF 270	ARSEF 270	FDCA49FA	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059548135.1_ASM5954813v1.fa.gz
GCA_059548115.1_ASM5954811v1	GCA_059548115.1_ASM5954811v1	Basidiobolus sp. ARSEF 9891	ARSEF 9891	FCDD8027	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059548115.1_ASM5954811v1.fa.gz
GCA_059548095.1_ASM5954809v1	GCA_059548095.1_ASM5954809v1	Basidiobolus sp. ARSEF 9894	ARSEF 9894	F0F939A4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059548095.1_ASM5954809v1.fa.gz
GCA_059548075.1_ASM5954807v1	GCA_059548075.1_ASM5954807v1	Basidiobolus sp. ARSEF 9899	ARSEF 9899	FDF1D73F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059548075.1_ASM5954807v1.fa.gz
GCA_059548055.1_ASM5954805v1	GCA_059548055.1_ASM5954805v1	Basidiobolus sp. ARSEF 9900	ARSEF 9900	F5BA5F3F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059548055.1_ASM5954805v1.fa.gz
GCA_059548035.1_ASM5954803v1	GCA_059548035.1_ASM5954803v1	Basidiobolus sp. ARSEF 9901	ARSEF 9901	F8E03EAA	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059548035.1_ASM5954803v1.fa.gz
GCA_059548015.1_ASM5954801v1	GCA_059548015.1_ASM5954801v1	Basidiobolus sp. ARSEF 9903	ARSEF 9903	F81690E9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059548015.1_ASM5954801v1.fa.gz
GCA_059547955.1_ASM5954795v1	GCA_059547955.1_ASM5954795v1	Basidiobolus sp. ARSEF 9908	ARSEF 9908	F41217C2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059547955.1_ASM5954795v1.fa.gz
GCA_059547975.1_ASM5954797v1	GCA_059547975.1_ASM5954797v1	Basidiobolus sp. ARSEF 9909	ARSEF 9909	F0548F2C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059547975.1_ASM5954797v1.fa.gz
GCA_059547995.1_ASM5954799v1	GCA_059547995.1_ASM5954799v1	Basidiobolus sp. ARSEF 9912	ARSEF 9912	F6DCEF1C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059547995.1_ASM5954799v1.fa.gz
GCA_059547875.1_ASM5954787v1	GCA_059547875.1_ASM5954787v1	Basidiobolus sp. B 8.4	B 8.4	FAF1E8C7	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059547875.1_ASM5954787v1.fa.gz
GCA_059547935.1_ASM5954793v1	GCA_059547935.1_ASM5954793v1	Basidiobolus sp. MH 6.3	MH 6.3	F00F927D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059547935.1_ASM5954793v1.fa.gz
GCA_059547895.1_ASM5954789v1	GCA_059547895.1_ASM5954789v1	Basidiobolus sp. MH 8.1	MH 8.1	F3025612	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059547895.1_ASM5954789v1.fa.gz
GCA_059547915.1_ASM5954791v1	GCA_059547915.1_ASM5954791v1	Basidiobolus sp. MH 9.1	MH 9.1	F29CF79F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_059547915.1_ASM5954791v1.fa.gz
GCA_001599675.1_JCM_23157_assembly_v001	GCA_001599675.1_JCM_23157_assembly_v001	Basipetospora chlamydospora	JCM 23157	FDF60022	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001599675.1_JCM_23157_assembly_v001.fa.gz
GCA_037040375.1_ASM3704037v1	GCA_037040375.1_ASM3704037v1	Basipetospora sp. M8501	M8501	F0B1F3E0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_037040375.1_ASM3704037v1.fa.gz
GCA_021031095.1_ASM2103109v1	GCA_021031095.1_ASM2103109v1	Bathelium albidoporum	NSR34	FDE26B4B	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021031095.1_ASM2103109v1.fa.gz
GCA_964256705.1_public_SRR14721933_metabat2_bin.1	GCA_964256705.1_public_SRR14721933_metabat2_bin.1	Bathelium carolinianum		F43D806D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_964256705.1_public_SRR14721933_metabat2_bin.1.fa.gz
GCA_026023875.1_ASM2602387v1	GCA_026023875.1_ASM2602387v1	Bathelium mastoideum	Aptroot 80729-TS-e1944	F83D7E49	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_026023875.1_ASM2602387v1.fa.gz
GCA_026054635.1_ASM2605463v1	GCA_026054635.1_ASM2605463v1	Bathelium mastoideum	Aptroot 80730-TS-e1945	FD842649	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_026054635.1_ASM2605463v1.fa.gz
GCA_030770535.1_ASM3077053v1	GCA_030770535.1_ASM3077053v1	Batkoa obscura	7217	F67353AC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030770535.1_ASM3077053v1.fa.gz
GCA_036783925.1_UCR_BdCLFT044_1.0	GCA_036783925.1_UCR_BdCLFT044_1.0	Batrachochytrium dendrobatidis	CLFT044	F591A93A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_036783925.1_UCR_BdCLFT044_1.0.fa.gz
GCA_036289345.1_UCR_BdCLFT067_1.0	GCA_036289345.1_UCR_BdCLFT067_1.0	Batrachochytrium dendrobatidis	CLFT067	F5EFA742	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_036289345.1_UCR_BdCLFT067_1.0.fa.gz
GCA_029704095.1_UCR_BdCLFT071_1.0	GCA_029704095.1_UCR_BdCLFT071_1.0	Batrachochytrium dendrobatidis	CLFT071	FD3A621F	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_029704095.1_UCR_BdCLFT071_1.0.fa.gz
GCF_000203795.2_v1.1	GCF_000203795.2_v1.1	Batrachochytrium dendrobatidis	JAM81	F2ADAE73	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_000203795.2_v1.1.fa.gz
GCA_048537975.1_CMM_BatrDend_JEL423_V3	GCA_048537975.1_CMM_BatrDend_JEL423_V3	Batrachochytrium dendrobatidis	JEL423	FCC698BD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_048537975.1_CMM_BatrDend_JEL423_V3.fa.gz
GCA_003595275.1_ASM359527v1	GCA_003595275.1_ASM359527v1	Batrachochytrium dendrobatidis	RTP6	FB53F6ED	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_003595275.1_ASM359527v1.fa.gz
GCA_002006685.2_Batr_sala_V2	GCA_002006685.2_Batr_sala_V2	Batrachochytrium salamandrivorans	AMFP13	F61BA062	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002006685.2_Batr_sala_V2.fa.gz
GCA_021556675.1_ASM2155667v1	GCA_021556675.1_ASM2155667v1	Batrachochytrium salamandrivorans	AMFP13-1	F274F54C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021556675.1_ASM2155667v1.fa.gz
GCA_021556655.1_ASM2155665v1	GCA_021556655.1_ASM2155665v1	Batrachochytrium salamandrivorans	AMFP14-2	F0D4ACC5	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_021556655.1_ASM2155665v1.fa.gz
GCA_020617715.1_AMFP15.1.pb	GCA_020617715.1_AMFP15.1.pb	Batrachochytrium salamandrivorans	AMFP15-1	FD4D3043	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_020617715.1_AMFP15.1.pb.fa.gz
GCA_020617195.1_AMFP15.2.pb	GCA_020617195.1_AMFP15.2.pb	Batrachochytrium salamandrivorans	AMFP15-2	F34FC768	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_020617195.1_AMFP15.2.pb.fa.gz
GCA_020617725.1_AMFP15.3.pb	GCA_020617725.1_AMFP15.3.pb	Batrachochytrium salamandrivorans	AMFP15-3	FB87DCA2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_020617725.1_AMFP15.3.pb.fa.gz
GCA_020617735.1_ASM2061773v1	GCA_020617735.1_ASM2061773v1	Batrachochytrium salamandrivorans	AMFP18-2	F50DC5D1	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_020617735.1_ASM2061773v1.fa.gz
GCA_044508915.1_AMFP19_1_pb	GCA_044508915.1_AMFP19_1_pb	Batrachochytrium salamandrivorans	AMFP19-1	FA229E3D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_044508915.1_AMFP19_1_pb.fa.gz
GCA_015295725.1_ASM1529572v1	GCA_015295725.1_ASM1529572v1	Baudoinia panamericana	A11	F409C33A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_015295725.1_ASM1529572v1.fa.gz
GCA_015295765.1_ASM1529576v1	GCA_015295765.1_ASM1529576v1	Baudoinia panamericana	B03	F00E30AB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_015295765.1_ASM1529576v1.fa.gz
GCF_000338955.1_Bauco1	GCF_000338955.1_Bauco1	Baudoinia panamericana	UAMH 10762	F95736F6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_000338955.1_Bauco1.fa.gz
GCA_038367545.1_ASM3836754v1	GCA_038367545.1_ASM3836754v1	Beauveria asiatica	ARSEF4384	FA1D39A8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_038367545.1_ASM3836754v1.fa.gz
GCA_053540845.1_BasiARSEF4850_Illumina	GCA_053540845.1_BasiARSEF4850_Illumina	Beauveria asiatica	ARSEF4850	FDB14964	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_053540845.1_BasiARSEF4850_Illumina.fa.gz
GCA_053540825.1_BasiMY1884_Illumina	GCA_053540825.1_BasiMY1884_Illumina	Beauveria asiatica	BCC24977	F28A8B1D	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_053540825.1_BasiMY1884_Illumina.fa.gz
GCA_030782725.1_ASM3078272v1	GCA_030782725.1_ASM3078272v1	Beauveria asiatica	MBC 623	FC8E4B1C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030782725.1_ASM3078272v1.fa.gz
GCA_030782445.1_ASM3078244v1	GCA_030782445.1_ASM3078244v1	Beauveria asiatica	MBC 631	FEE8C5A2	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030782445.1_ASM3078244v1.fa.gz
GCA_030782365.1_ASM3078236v1	GCA_030782365.1_ASM3078236v1	Beauveria asiatica	MBC 638	F13596A4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030782365.1_ASM3078236v1.fa.gz
GCA_030782245.1_ASM3078224v1	GCA_030782245.1_ASM3078224v1	Beauveria asiatica	MBC 657	F975E313	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030782245.1_ASM3078224v1.fa.gz
GCA_030782205.1_ASM3078220v1	GCA_030782205.1_ASM3078220v1	Beauveria asiatica	MBC 659	FBBC4B4A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030782205.1_ASM3078220v1.fa.gz
GCA_030781985.1_ASM3078198v1	GCA_030781985.1_ASM3078198v1	Beauveria asiatica	MBC 677	F0054E75	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030781985.1_ASM3078198v1.fa.gz
GCA_030783845.1_ASM3078384v1	GCA_030783845.1_ASM3078384v1	Beauveria asiatica	MBC 679	F1BCFF27	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783845.1_ASM3078384v1.fa.gz
GCA_030783865.1_ASM3078386v1	GCA_030783865.1_ASM3078386v1	Beauveria asiatica	MBC 680	FABED239	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783865.1_ASM3078386v1.fa.gz
GCA_030783785.1_ASM3078378v1	GCA_030783785.1_ASM3078378v1	Beauveria asiatica	MBC 682	F7F4B49C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783785.1_ASM3078378v1.fa.gz
GCA_030783645.1_ASM3078364v1	GCA_030783645.1_ASM3078364v1	Beauveria asiatica	MBC 686	F359B2E4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783645.1_ASM3078364v1.fa.gz
GCA_030783665.1_ASM3078366v1	GCA_030783665.1_ASM3078366v1	Beauveria asiatica	MBC 687	F265CDCE	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783665.1_ASM3078366v1.fa.gz
GCA_030783325.1_ASM3078332v1	GCA_030783325.1_ASM3078332v1	Beauveria asiatica	MBC 705	F90984A8	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030783325.1_ASM3078332v1.fa.gz
GCA_030411535.1_ASM3041153v1	GCA_030411535.1_ASM3041153v1	Beauveria australis	MBC 212	FBED4C02	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030411535.1_ASM3041153v1.fa.gz
GCA_030771945.1_ASM3077194v1	GCA_030771945.1_ASM3077194v1	Beauveria australis	MBC 287	FB35380C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030771945.1_ASM3077194v1.fa.gz
GCA_030406835.1_ASM3040683v1	GCA_030406835.1_ASM3040683v1	Beauveria australis	MBC 299	F0FFBF12	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030406835.1_ASM3040683v1.fa.gz
GCA_030778145.1_ASM3077814v1	GCA_030778145.1_ASM3077814v1	Beauveria australis	MBC 340	FB6BDD26	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030778145.1_ASM3077814v1.fa.gz
GCA_042247495.1_ASM4224749v1	GCA_042247495.1_ASM4224749v1	Beauveria bassiana	331R	FC5945C4	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_042247495.1_ASM4224749v1.fa.gz
GCA_001684195.1_ASM168419v1	GCA_001684195.1_ASM168419v1	Beauveria bassiana	ARSEF 1520	F98609DB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001684195.1_ASM168419v1.fa.gz
GCA_001684205.1_ASM168420v1	GCA_001684205.1_ASM168420v1	Beauveria bassiana	ARSEF 2597	F53E0BDB	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001684205.1_ASM168420v1.fa.gz
GCF_000280675.1_ASM28067v1	GCF_000280675.1_ASM28067v1	Beauveria bassiana	ARSEF 2860	F1BB8A46	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCF_000280675.1_ASM28067v1.fa.gz
GCA_012654165.1_UNISS_BEAUV_0.1	GCA_012654165.1_UNISS_BEAUV_0.1	Beauveria bassiana	ARSEF 3097	F126AF3A	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_012654165.1_UNISS_BEAUV_0.1.fa.gz
GCA_001684225.1_ASM168422v1	GCA_001684225.1_ASM168422v1	Beauveria bassiana	ARSEF 4305	F0BD61D6	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001684225.1_ASM168422v1.fa.gz
GCA_001684215.1_ASM168421v1	GCA_001684215.1_ASM168421v1	Beauveria bassiana	ARSEF 5078	F6DF57DC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001684215.1_ASM168421v1.fa.gz
GCA_030849485.1_ASM3084948v1	GCA_030849485.1_ASM3084948v1	Beauveria bassiana	ARSEF 6444	FD007DB5	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_030849485.1_ASM3084948v1.fa.gz
GCA_001682635.1_ASM168263v1	GCA_001682635.1_ASM168263v1	Beauveria bassiana	ARSEF 8028	F8FF4E3C	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_001682635.1_ASM168263v1.fa.gz
GCA_053540805.1_BbasARSEF1564_Illumina	GCA_053540805.1_BbasARSEF1564_Illumina	Beauveria bassiana	ARSEF1564	FB3484BD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_053540805.1_BbasARSEF1564_Illumina.fa.gz
GCA_052426205.1_CBIOT_Beauba	GCA_052426205.1_CBIOT_Beauba	Beauveria bassiana	AS272	F9E3AFFF	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_052426205.1_CBIOT_Beauba.fa.gz
GCA_046866715.1_ASM4686671v1	GCA_046866715.1_ASM4686671v1	Beauveria bassiana	ATCC 74040	F83A87FD	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_046866715.1_ASM4686671v1.fa.gz
GCA_054134435.1_Beauveria_bassiana_B2_v1	GCA_054134435.1_Beauveria_bassiana_B2_v1	Beauveria bassiana	B2	F1DA9BC9	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_054134435.1_Beauveria_bassiana_B2_v1.fa.gz
GCA_044509585.1_ASM4450958v1	GCA_044509585.1_ASM4450958v1	Beauveria bassiana	BbFZ51	F37DB1A3	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_044509585.1_ASM4450958v1.fa.gz
GCA_002224115.1_ASM222411v1	GCA_002224115.1_ASM222411v1	Beauveria bassiana	BCC 2660	FC1144FC	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_002224115.1_ASM222411v1.fa.gz
GCA_053540765.1_BbasNHJ13051_Illumina	GCA_053540765.1_BbasNHJ13051_Illumina	Beauveria bassiana	BCC14481	FBE0E7F0	fungi_odb12	24	1	/bigdata/stajichlab/shared/projects/BFD/Fungi_BFD_runs/do_annotation_asco/input_clean_genomes/GCA_053540765.1_BbasNHJ13051_Illumina.fa.gz
